"Category","Jahre","Schweiz","ZH","BE","LU","UR","SZ","OW","NW","GL","ZG","FR","SO","BS","BL","SH","AR","AI","SG","GR","AG","TG","TI","VD","VS","NE","GE","JU"
"Einwohner in 1000","2016","8419.55","1487.969","1026.513","403.397","36.145","155.863","37.378","42.556","40.147","123.948","311.914","269.441","193.07","285.624","80.769","54.954","16.003","502.552","197.55","663.462","270.709","354.375","784.822","339.176","178.567","489.524","73.122"
